show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,duration_minutes,seasons,Is_Recent
s3756,TV Show,Jinn,No Director Listed,"Salma Malhas, Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough, Zaid Zoubi, Ban Halaweh, Yasser Al Hadi",Jordan,"June 13, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",,1.0,1
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,"June 13, 2019",2019,TV-PG,61 min,Documentaries,61.0,,1
s3758,Movie,The 3rd Eye 2,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",Indonesia,"June 13, 2019",2019,TV-MA,117 min,"Horror Movies, International Movies",117.0,,1
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,Jo Koy,United States,"June 12, 2019",2019,TV-MA,60 min,Stand-Up Comedy,60.0,,1
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,"June 12, 2019",2019,TV-MA,142 min,"Documentaries, Music & Musicals",142.0,,1
s3761,TV Show,Upin & Ipin,No Director Listed,Nurfathiah Diaz,Malaysia,"June 10, 2019",2011,TV-Y,1 Season,Kids' TV,,1.0,0
s3762,Movie,Belmonte,Federico Veiroj,"Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, TomÃ¡s Wahrmann, MarÃ­a Noel GutiÃ©rrez, Marcelo FernÃ¡ndez Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, MartÃ­n Reyes, Carolina PenadÃ©s","Uruguay, Spain, Mexico","June 7, 2019",2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",74.0,,1
s3763,TV Show,Designated Survivor,No Director Listed,"Kiefer Sutherland, Natascha McElhone, Maggie Q, Kal Penn, Adan Canto, Italia Ricci, LaMonica Garrett, Tanner Buchanan, Ben Lawson, Paulo Costanzo, Zoe McLellan",United States,"June 7, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",,3.0,1
s3764,Movie,Elisa & Marcela,Isabel Coixet,"Natalia de Molina, Greta FernÃ¡ndez, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, LluÃ­s Homar, Manolo Solo, MarÃ­a Pujalte, Francesc Orella",Spain,"June 7, 2019",2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies",119.0,,1
s3765,Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers",114.0,,1
s3766,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,"June 7, 2019",2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies",125.0,,1
s3767,Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada","June 7, 2019",2019,PG,71 min,Children & Family Movies,71.0,,1
s3768,Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von BÃ¼low, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,"June 7, 2019",2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies",110.0,,1
s3769,Movie,Stree,Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee, Atul Srivastava",India,"June 7, 2019",2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies",127.0,,1
s3770,TV Show,Super Monsters Monster Pets,No Director Listed,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",United States,"June 7, 2019",2019,TV-Y,1 Season,Kids' TV,,1.0,1
s3771,TV Show,Tales of the City,No Director Listed,"Laura Linney, Ellen Page, Olympia Dukakis, Paul Gross, Murray Bartlett, Barbara Garrick, Charlie Barnett, Garcia, May Hong, Jen Richards, Victor Garber, Ashley Park, Christopher Larkin, Zosia Mamet, Molly Ringwald, Daniela Vega",United States,"June 7, 2019",2019,TV-MA,1 Season,TV Dramas,,1.0,1
s3772,Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,"June 7, 2019",2019,TV-MA,118 min,"Documentaries, Music & Musicals",118.0,,1
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas DÃ¶hler, Hans LÃ¶w, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,"June 6, 2019",2019,TV-MA,90 min,"Dramas, International Movies",90.0,,1
s3774,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,"June 5, 2019",2016,TV-14,130 min,"Anime Features, International Movies",130.0,,1
s3775,TV Show,Black Mirror,No Director Listed,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall",United Kingdom,"June 5, 2019",2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas",,5.0,1
s3776,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,"June 4, 2019",2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy",12.0,,1
s3777,Movie,Miranda Sings Liveâ¦Your Welcome,Marcus Raboy,Colleen Ballinger,United States,"June 4, 2019",2019,TV-14,62 min,Stand-Up Comedy,62.0,,1
s3778,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",,United States,"June 4, 2019",2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy",3.0,,0
s3779,TV Show,Documentary Now!,No Director Listed,"Fred Armisen, Bill Hader, Helen Mirren",United States,"June 3, 2019",2019,TV-14,3 Seasons,TV Comedies,,3.0,1
s3780,TV Show,Malibu Rescue: The Series,No Director Listed,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",United States,"June 3, 2019",2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",,1.0,1
s3781,TV Show,Arthdal Chronicles,No Director Listed,"Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun",South Korea,"June 2, 2019",2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",,1.0,1
s3782,Movie,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,"June 2, 2019",2019,TV-14,114 min,"Dramas, International Movies",114.0,,1
s3783,TV Show,A Thousand Goodnights,No Director Listed,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,"June 1, 2019",2019,TV-14,1 Season,"International TV Shows, TV Dramas",,1.0,1
s3784,Movie,III Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,"June 1, 2019",2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies",128.0,,1
s3785,TV Show,March Comes in Like a Lion,No Director Listed,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",Japan,"June 1, 2019",2017,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",,2.0,1
s3786,Movie,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,"June 1, 2019",2019,TV-MA,109 min,"Comedies, International Movies",109.0,,1
s3787,Movie,We Are Legends,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li",Hong Kong,"June 1, 2019",2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies",109.0,,1
s3788,TV Show,Bad Blood,No Director Listed,"Anthony LaPaglia, Kim Coates, Enrico Colantoni, Paul Sorvino, Maxim Roy, Brett Donahue, Michelle Mylett, Claudia Ferri, Tony Nappo",Canada,"May 31, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas",,2.0,1
s3789,Movie,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,"May 31, 2019",2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",101.0,,1
s3790,TV Show,Killer Ratings,No Director Listed,,Unknown,"May 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",,1.0,1
s3791,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,"May 31, 2019",2019,TV-MA,103 min,"Dramas, International Movies",103.0,,1
s3792,Movie,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,"May 31, 2019",2019,TV-MA,98 min,"Comedies, Dramas, International Movies",98.0,,1
s3793,TV Show,When They See Us,No Director Listed,"Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash",United States,"May 31, 2019",2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",,1.0,1
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,"May 30, 2019",2019,TV-MA,123 min,"International Movies, Thrillers",123.0,,1
s3795,TV Show,Historical Roasts,No Director Listed,"Jeff Ross, Bob Saget, James Adomian, Rachel Feinstein, Jerry Minor, Ayden Mayeri, Jaleel White, Natasha Leggero, Yamaneika Saunders, John Stamos, Nikki Glaser, Seth Green, Fortune Feimster, Jon Lovitz, Mindy Rickles, Gilbert Gottfried, Sasheer Zamata, Brandon T. Jackson, Ryan Phillippe, Ken Marino, Bridget Everett, John Gemberling, Leonardo Nam, Josh Homme",United States,"May 27, 2019",2019,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",,1.0,1
s3796,Movie,After Maria,Nadia Hallgren,,United States,"May 24, 2019",2019,TV-PG,38 min,Documentaries,38.0,,1
s3797,TV Show,Hyper HardBoiled Gourmet Report,No Director Listed,Kazutoyo Koyabu,Unknown,"May 24, 2019",2017,TV-MA,1 Season,"Docuseries, International TV Shows",,1.0,1
s3798,Movie,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,"May 24, 2019",2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies",101.0,,1
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,"May 24, 2019",2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",99.0,,1
s3800,TV Show,She's Gotta Have It,No Director Listed,"DeWanda Wise, Cleo Anthony, Lyriq Bent, Anthony Ramos, Chyna Layne, Margot Bingham, Ilfanesh Hadera, Elvis Nolasco, De'Adre Aziza",United States,"May 24, 2019",2018,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",,2.0,1
s3801,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,"May 24, 2019",2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",91.0,,1
s3802,TV Show,WHAT / IF,No Director Listed,"RenÃ©e Zellweger, Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware, Juan Castano, Dave Annable, Saamer Usmani, Daniella Pineda, John Clarence Stewart, Louis Herthum",United States,"May 24, 2019",2019,TV-MA,1 Season,"TV Dramas, TV Thrillers",,1.0,1
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer","Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",Unknown,"May 23, 2019",2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",30.0,,1
s3804,Movie,A Tale of Two Kitchens,Trisha Ziff,,"United States, Mexico","May 22, 2019",2019,TV-PG,30 min,"Documentaries, International Movies",30.0,,1
s3805,Movie,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,"May 22, 2019",2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies",137.0,,1
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,"May 21, 2019",2019,TV-MA,66 min,Stand-Up Comedy,66.0,,1
s3807,TV Show,Prince of Peoria,No Director Listed,"Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams",United States,"May 20, 2019",2019,TV-G,2 Seasons,"Kids' TV, TV Comedies",,2.0,1
s3808,TV Show,Rosario Tijeras,No Director Listed,"BÃ¡rbara de Regil, JosÃ© MarÃ­a de Tavira, Antonio Gaona, HernÃ¡n Mendoza, Vanessa Bauche, Christian Vasquez, JosÃ© Sefami, Ariel LÃ³pez Padilla",Mexico,"May 20, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,2.0,1
s3809,TV Show,1994,Diego Enrique Osorno,,Mexico,"May 17, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",,1.0,1
s3810,Movie,Born in Gaza,HernÃ¡n Zin,,Spain,"May 17, 2019",2014,TV-14,70 min,"Documentaries, International Movies",70.0,,0
s3811,Movie,Born in Syria,HernÃ¡n Zin,,"Denmark, Spain","May 17, 2019",2016,TV-14,87 min,"Documentaries, International Movies",87.0,,1
s3812,Movie,Dying to Tell,HernÃ¡n Zin,,Spain,"May 17, 2019",2018,TV-MA,88 min,"Documentaries, International Movies",88.0,,1
s3813,TV Show,It's Bruno!,No Director Listed,"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete, Adriane Lenox, Donnell Rawlings, Eden Marryshow, Sam Eliad, Devale Ellis, J. Ray Acosta",United States,"May 17, 2019",2019,TV-MA,1 Season,TV Comedies,,1.0,1
s3814,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",Philippines,"May 17, 2019",2019,TV-MA,90 min,"Action & Adventure, International Movies",90.0,,1
s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,,Unknown,"May 17, 2019",2019,TV-14,84 min,"Documentaries, Music & Musicals",84.0,,1
s3816,Movie,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Saverio Raimondo,Italy,"May 17, 2019",2019,TV-MA,53 min,Stand-Up Comedy,53.0,,1
s3817,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,"May 17, 2019",2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",87.0,,1
s3818,TV Show,White Gold,No Director Listed,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross",United Kingdom,"May 17, 2019",2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",,2.0,1
s3819,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,"May 16, 2019",2019,TV-PG,90 min,"Children & Family Movies, Dramas",90.0,,1
s3820,Movie,Jonaki,Aditya Vikram Sengupta,"Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel",India,"May 16, 2019",2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",96.0,,1
s3821,Movie,PATRICK (2019),Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders",United Kingdom,"May 16, 2019",2019,TV-PG,94 min,"Children & Family Movies, Comedies",94.0,,1
s3822,TV Show,Dennis and Gnasher Unleashed,No Director Listed,"Freddie Fox, Kathryn Drysdale, Rasmus Hardiker, Joanna Ruiz, Ryan Sampson, Kelly Marie Stewart",United Kingdom,"May 15, 2019",2017,TV-Y,1 Season,"British TV Shows, Kids' TV, TV Comedies",,1.0,1
s3823,Movie,Hamid,Aijaz Khan,"Talha Arshad Reshi, Rasika Dugal, Vikas Kumar, Sumit Kaul, Bashir Lone, Gurveer Singh, Ashraf Nagoo, Mir Sarvar",India,"May 15, 2019",2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies",108.0,,1
s3824,TV Show,"Heidi, bienvenida a casa",No Director Listed,"Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia BenÃ­tez, Victoria Ramos",Argentina,"May 15, 2019",2017,TV-Y,1 Season,"Kids' TV, Spanish-Language TV Shows",,1.0,1
s3825,TV Show,I Hear You,No Director Listed,"Riley Wang, Zhao Lusi, Zhang Jiongmin, Gratitude Dai, Yuan Hao",Unknown,"May 15, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,1
s3826,Movie,Backdraft 2,Gonzalo LÃ³pez-Gallego,"Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri",United States,"May 14, 2019",2019,R,102 min,"Action & Adventure, Dramas",102.0,,1
s3827,TV Show,Revisions,No Director Listed,"Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito",Japan,"May 14, 2019",2018,TV-14,1 Season,"Anime Series, International TV Shows",,1.0,1
s3828,Movie,Still LAUGH-IN: The Stars Celebrate,No Director Listed,"Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter",United States,"May 14, 2019",2019,TV-MA,61 min,Comedies,61.0,,1
s3829,Movie,Weed the People,Abby Epstein,,United States,"May 14, 2019",2018,TV-MA,94 min,Documentaries,94.0,,1
s3830,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",United States,"May 13, 2019",2019,TV-G,70 min,"Children & Family Movies, Comedies",70.0,,1
s3831,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,Hepi Mita,New Zealand,"May 12, 2019",2018,TV-14,88 min,Documentaries,88.0,,1
s3832,TV Show,The Defected,No Director Listed,"Kara Hui, Philip Keung, Benjamin Yuen, Sisley Choi, Hui Shiu Hung, Ben Wong, Joman Chiang","China, Hong Kong","May 12, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",,1.0,1
s3833,Movie,Dry Martina,Che Sandoval,"Antonella Costa, Patricio Contreras, Geraldine Neary, Pedro Campos, Ãlvaro Espinosa","Chile, Argentina","May 11, 2019",2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",100.0,,1
s3834,Movie,ShÃ©hÃ©razade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",France,"May 11, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",111.0,,1
s3835,Movie,The Great Magician,Yee Tung-Shing,"Tony Leung Chiu Wai, Lau Ching Wan, Zhou Xun, Wu Gang, Ni Yan, Paul Chun, Kenya Sawada, Lam Suet","Hong Kong, China","May 11, 2019",2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas",128.0,,0
s3836,TV Show,Easy,No Director Listed,"Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor",United States,"May 10, 2019",2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas",,3.0,1
s3837,Movie,In Family I Trust,Patricia Font,"Clara Lago, Ãlex GarcÃ­a, Carmen Maura, Alexandra JimÃ©nez, Paula Malia, Fernando Guallar, Carlos Cuevas",Spain,"May 10, 2019",2018,TV-MA,98 min,"Comedies, Dramas, International Movies",98.0,,1
s3838,TV Show,Jailbirds,No Director Listed,,Unknown,"May 10, 2019",2019,TV-MA,1 Season,"Docuseries, Reality TV",,1.0,1
s3839,TV Show,The Mechanism,No Director Listed,"Selton Mello, Caroline Abras, Enrique Diaz, Antonio Saboia, Lee Taylor, Otto Jr., Leonardo Medeiros, Osvaldo Mil, Jonathan Haagensen, Giulio Lopes, Susana Ribeiro",Brazil,"May 10, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",,2.0,1
s3840,TV Show,The Princess Weiyoung,No Director Listed,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",China,"May 10, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,1
s3841,TV Show,The Society,No Director Listed,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, JosÃ© JuliÃ¡n, Alex MacNicoll, Toby Wallace, Rachel Keller",United States,"May 10, 2019",2019,TV-MA,1 Season,"TV Dramas, Teen TV Shows",,1.0,1
s3842,Movie,Wine Country,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",United States,"May 10, 2019",2019,R,104 min,Comedies,104.0,,1
s3843,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,"Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun",Taiwan,"May 9, 2019",2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies",126.0,,1
s3844,TV Show,Away From Home,No Director Listed,"Li Yongzhen, Zhuang Kebi, Zhang Shunyuan, Wang Wei, Wen Shaoping, Liu Shumin, Lu Huiting, Ye Chengcheng, Chen Yuqi",Unknown,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",,1.0,1
s3845,TV Show,Bibik-Bibikku,No Director Listed,"Ungku Ismail, Fasha Sandha, Bell Ngasri, Wan Sharmila",Unknown,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Comedies",,1.0,1
s3846,TV Show,Cinta 100KG,No Director Listed,"Sherry Alhadad, Sharifah Amani, Fezrul Khan, Ungku Hariz, Ruzana Ibrahim, Zain Saidan, Cristina Suzanne, Safia Hanifah",Unknown,"May 8, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,1
s3847,TV Show,Cinta Iris,No Director Listed,"Raja Ilya, Nazim Othman, Zain Hamid, Ungku Ismail, Tunku Hanis",Unknown,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,1
s3848,TV Show,Cinta Si Wedding Planner,No Director Listed,"Mira Filzah, Ady Putra, Fadlan Hazim, Shima Anuar, Nazeera Sardi, Dian P. Ramlee, Wan Sharmila, Rosnah Johari, Idris Md Diah",Unknown,"May 8, 2019",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,1.0,1
s3849,TV Show,Cinta Teruna Kimchi,No Director Listed,"Nazim Othman, Johan As'ari, Nur Risteena, Niena Baharun",Unknown,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",,1.0,1
